;time;target;temp;weather;wind;day;month;year;weekday;type_day;prev_day;prev_hour
17958;6;539.589;-8.9;1219;0;18;1;2021;0;0;512.837;519.732
17959;7;585.356;-8.9;1219;0;18;1;2021;0;0;530.178;539.589
17960;8;642.281;-8.9;1219;0;18;1;2021;0;0;555.068;585.356
17961;9;688.159;-7.8;1219;0;18;1;2021;0;0;590.029;642.281
17962;10;726.346;-7.8;1219;0;18;1;2021;0;0;627.866;688.159
17963;11;743.449;-7.8;1219;0;18;1;2021;0;0;662.726;726.346
17964;12;742.312;-5.8;1000;0;18;1;2021;0;0;674.104;743.449
17965;13;730.834;-5.8;1000;0;18;1;2021;0;0;669.986;742.312
17966;14;726.856;-5.8;1000;0;18;1;2021;0;0;665.046;730.834
17967;15;725.37;-7.5;1006;0;18;1;2021;0;0;658.966;726.856
17968;16;723.046;-7.5;1006;0;18;1;2021;0;0;658.864;725.37
17969;17;723.414;-7.5;1006;0;18;1;2021;0;0;670.81;723.046
17970;18;741.331;-8.1;1006;0;18;1;2021;0;0;706.412;723.414
17971;19;741.333;-8.1;1006;0;18;1;2021;0;0;717.469;741.331
17972;20;725.171;-8.1;1006;0;18;1;2021;0;0;704.137;741.333
17973;21;707.223;-8.6;1006;0;18;1;2021;0;0;695.701;725.171
17974;22;683.781;-8.6;1006;0;18;1;2021;0;0;673.623;707.223
17975;23;647.204;-8.6;1006;0;18;1;2021;0;0;641.2;683.781
17976;0;602.468;-11.4;1006;0;19;1;2021;1;0;597.527;647.204
17977;1;565.873;-11.4;1006;0;19;1;2021;1;0;558.905;602.468
17978;2;543.988;-11.4;1006;0;19;1;2021;1;0;532.555;565.873
17979;3;531.691;-14.8;1006;0;19;1;2021;1;0;522.222;543.988
17980;4;525.735;-14.8;1006;0;19;1;2021;1;0;521.023;531.691
17981;5;526.878;-14.8;1006;0;19;1;2021;1;0;519.732;525.735
17982;6;542.555;-14.8;1006;0;19;1;2021;1;0;539.589;526.878
17983;7;588.075;-14.8;1006;0;19;1;2021;1;0;585.356;542.555
17984;8;645.876;-14.8;1006;0;19;1;2021;1;0;642.281;588.075
17985;9;695.185;-13.1;1003;0;19;1;2021;1;0;688.159;645.876
17986;10;728.813;-13.1;1003;0;19;1;2021;1;0;726.346;695.185
17987;11;742.116;-13.1;1003;0;19;1;2021;1;0;743.449;728.813
17988;12;740.854;-8.9;1006;3;19;1;2021;1;0;742.312;742.116
17989;13;731.772;-8.9;1006;3;19;1;2021;1;0;730.834;740.854
17990;14;732.943;-8.9;1006;3;19;1;2021;1;0;726.856;731.772
17991;15;732.13;-7.8;1006;3;19;1;2021;1;0;725.37;732.943
17992;16;731.788;-7.8;1006;3;19;1;2021;1;0;723.046;732.13
17993;17;727.651;-7.8;1006;3;19;1;2021;1;0;723.414;731.788
17994;18;743.001;-7.6;1219;3;19;1;2021;1;0;741.331;727.651
17995;19;741.417;-7.6;1219;3;19;1;2021;1;0;741.333;743.001
17996;20;724.042;-7.6;1219;3;19;1;2021;1;0;725.171;741.417
17997;21;708.069;-7.0;1006;3;19;1;2021;1;0;707.223;724.042
17998;22;684.653;-7.0;1006;3;19;1;2021;1;0;683.781;708.069
17999;23;648.271;-7.0;1006;3;19;1;2021;1;0;647.204;684.653
18000;0;603.102;-6.8;1009;0;20;1;2021;2;0;602.468;648.271
18001;1;565.787;-6.8;1009;0;20;1;2021;2;0;565.873;603.102
18002;2;540.833;-6.8;1009;0;20;1;2021;2;0;543.988;565.787
18003;3;527.33;-6.3;1219;0;20;1;2021;2;0;531.691;540.833
18004;4;523.592;-6.3;1219;0;20;1;2021;2;0;525.735;527.33
18005;5;524.746;-6.3;1219;0;20;1;2021;2;0;526.878;523.592
18006;6;541.122;-5.0;1219;0;20;1;2021;2;0;542.555;524.746
18007;7;583.567;-5.0;1219;0;20;1;2021;2;0;588.075;541.122
18008;8;641.756;-5.0;1219;0;20;1;2021;2;0;645.876;583.567
18009;9;691.933;-3.3;1219;0;20;1;2021;2;0;695.185;641.756
18010;10;718.036;-3.3;1219;0;20;1;2021;2;0;728.813;691.933
18011;11;729.982;-3.3;1219;0;20;1;2021;2;0;742.116;718.036
18012;12;731.545;-1.1;1009;0;20;1;2021;2;0;740.854;729.982
18013;13;721.638;-1.1;1009;0;20;1;2021;2;0;731.772;731.545
18014;14;721.099;-1.1;1009;0;20;1;2021;2;0;732.943;721.638
18015;15;715.008;0.6;1189;0;20;1;2021;2;0;732.13;721.099
18016;16;711.13;0.6;1189;0;20;1;2021;2;0;731.788;715.008
18017;17;708.508;0.6;1189;0;20;1;2021;2;0;727.651;711.13
18018;18;716.997;1.9;1009;0;20;1;2021;2;0;743.001;708.508
18019;19;716.714;1.9;1009;0;20;1;2021;2;0;741.417;716.997
18020;20;700.307;1.9;1009;0;20;1;2021;2;0;724.042;716.714
18021;21;678.115;2.0;1009;0;20;1;2021;2;0;708.069;700.307
18022;22;653.924;2.0;1009;0;20;1;2021;2;0;684.653;678.115
18023;23;617.508;2.0;1009;0;20;1;2021;2;0;648.271;653.924
18024;0;569.665;3.3;1189;0;21;1;2021;3;0;603.102;617.508
18025;1;532.982;3.3;1189;0;21;1;2021;3;0;565.787;569.665
18026;2;514.198;3.3;1189;0;21;1;2021;3;0;540.833;532.982
18027;3;502.912;1.5;1009;0;21;1;2021;3;0;527.33;514.198
18028;4;495.623;1.5;1009;0;21;1;2021;3;0;523.592;502.912
18029;5;496.624;1.5;1009;0;21;1;2021;3;0;524.746;495.623
18030;6;511.597;1.7;1009;0;21;1;2021;3;0;541.122;496.624
18031;7;554.508;1.7;1009;0;21;1;2021;3;0;583.567;511.597
18032;8;606.856;1.7;1009;0;21;1;2021;3;0;641.756;554.508
18033;9;649.106;3.8;1003;0;21;1;2021;3;0;691.933;606.856
18034;10;676.593;3.8;1003;0;21;1;2021;3;0;718.036;649.106
18035;11;686.371;3.8;1003;0;21;1;2021;3;0;729.982;676.593
18036;12;685.348;5.4;1003;0;21;1;2021;3;0;731.545;686.371
18037;13;675.132;5.4;1003;0;21;1;2021;3;0;721.638;685.348
18038;14;675.165;5.4;1003;0;21;1;2021;3;0;721.099;675.132
18039;15;669.426;4.1;1003;0;21;1;2021;3;0;715.008;675.165
18040;16;670.219;4.1;1003;0;21;1;2021;3;0;711.13;669.426
18041;17;665.974;4.1;1003;0;21;1;2021;3;0;708.508;670.219
18042;18;683.209;3.3;1003;0;21;1;2021;3;0;716.997;665.974
18043;19;689.133;3.3;1003;0;21;1;2021;3;0;716.714;683.209
18044;20;673.253;3.3;1003;0;21;1;2021;3;0;700.307;689.133
18045;21;657.052;3.5;1003;0;21;1;2021;3;0;678.115;673.253
18046;22;633.588;3.5;1003;0;21;1;2021;3;0;653.924;657.052
18047;23;596.503;3.5;1003;0;21;1;2021;3;0;617.508;633.588
18048;0;551.051;2.3;1003;0;22;1;2021;4;0;569.665;596.503
18049;1;511.95;2.3;1003;0;22;1;2021;4;0;532.982;551.051
18050;2;490.152;2.3;1003;0;22;1;2021;4;0;514.198;511.95
18051;3;476.011;2.6;1003;0;22;1;2021;4;0;502.912;490.152
18052;4;474.324;2.6;1003;0;22;1;2021;4;0;495.623;476.011
18053;5;474.354;2.6;1003;0;22;1;2021;4;0;496.624;474.324
18054;6;489.983;2.6;1003;0;22;1;2021;4;0;511.597;474.354
18055;7;531.739;2.6;1003;0;22;1;2021;4;0;554.508;489.983
18056;8;585.48;2.6;1003;0;22;1;2021;4;0;606.856;531.739
18057;9;632.891;3.8;1003;0;22;1;2021;4;0;649.106;585.48
18058;10;659.109;3.8;1003;0;22;1;2021;4;0;676.593;632.891
18059;11;670.298;3.8;1003;0;22;1;2021;4;0;686.371;659.109
18060;12;669.34;6.6;1003;0;22;1;2021;4;0;685.348;670.298
18061;13;661.177;6.6;1003;0;22;1;2021;4;0;675.132;669.34
18062;14;655.493;6.6;1003;0;22;1;2021;4;0;675.165;661.177
18063;15;648.381;4.8;1003;0;22;1;2021;4;0;669.426;655.493
18064;16;638.554;4.8;1003;0;22;1;2021;4;0;670.219;648.381
18065;17;634.061;4.8;1003;0;22;1;2021;4;0;665.974;638.554
18066;18;658.645;4.4;1003;0;22;1;2021;4;0;683.209;634.061
18067;19;666.745;4.4;1003;0;22;1;2021;4;0;689.133;658.645
18068;20;647.598;4.4;1003;0;22;1;2021;4;0;673.253;666.745
18069;21;627.595;4.3;1003;0;22;1;2021;4;0;657.052;647.598
18070;22;608.178;4.3;1003;0;22;1;2021;4;0;633.588;627.595
18071;23;574.01;4.3;1003;0;22;1;2021;4;0;596.503;608.178
18072;0;536.659;3.7;1009;0;23;1;2021;5;1;551.051;574.01
18073;1;500.879;3.7;1009;0;23;1;2021;5;1;511.95;536.659
18074;2;475.56;3.7;1009;0;23;1;2021;5;1;490.152;500.879
18075;3;463.274;2.4;1009;0;23;1;2021;5;1;476.011;475.56
18076;4;456.127;2.4;1009;0;23;1;2021;5;1;474.324;463.274
18077;5;454.679;2.4;1009;0;23;1;2021;5;1;474.354;456.127
18078;6;460.454;-2.2;1135;0;23;1;2021;5;1;489.983;454.679
18079;7;483.479;-2.2;1135;0;23;1;2021;5;1;531.739;460.454
18080;8;515.439;-2.2;1135;0;23;1;2021;5;1;585.48;483.479
18081;9;559.75;-0.8;1135;0;23;1;2021;5;1;632.891;515.439
18082;10;596.069;-0.8;1135;0;23;1;2021;5;1;659.109;559.75
18083;11;623.163;-0.8;1135;0;23;1;2021;5;1;670.298;596.069
18084;12;631.218;1.9;1135;0;23;1;2021;5;1;669.34;623.163
18085;13;627.202;1.9;1135;0;23;1;2021;5;1;661.177;631.218
18086;14;628.776;1.9;1135;0;23;1;2021;5;1;655.493;627.202
18087;15;633.179;1.9;1189;0;23;1;2021;5;1;648.381;628.776
18088;16;636.804;1.9;1189;0;23;1;2021;5;1;638.554;633.179
18089;17;632.572;1.9;1189;0;23;1;2021;5;1;634.061;636.804
18090;18;648.935;3.1;1189;0;23;1;2021;5;1;658.645;632.572
18091;19;648.708;3.1;1189;0;23;1;2021;5;1;666.745;648.935
18092;20;628.132;3.1;1189;0;23;1;2021;5;1;647.598;648.708
18093;21;610.282;4.0;1189;0;23;1;2021;5;1;627.595;628.132
18094;22;593.576;4.0;1189;0;23;1;2021;5;1;608.178;610.282
18095;23;562.484;4.0;1189;0;23;1;2021;5;1;574.01;593.576
18096;0;524.898;2.3;1009;0;24;1;2021;6;1;536.659;562.484
18097;1;494.903;2.3;1009;0;24;1;2021;6;1;500.879;524.898
18098;2;472.138;2.3;1009;0;24;1;2021;6;1;475.56;494.903
18099;3;460.88;1.5;1009;0;24;1;2021;6;1;463.274;472.138
18100;4;453.158;1.5;1009;0;24;1;2021;6;1;456.127;460.88
18101;5;451.505;1.5;1009;0;24;1;2021;6;1;454.679;453.158
18102;6;458.031;1.3;1009;0;24;1;2021;6;1;460.454;451.505
18103;7;475.987;1.3;1009;0;24;1;2021;6;1;483.479;458.031
18104;8;496.69;1.3;1009;0;24;1;2021;6;1;515.439;475.987
18105;9;528.94;1.8;1009;0;24;1;2021;6;1;559.75;496.69
18106;10;563.469;1.8;1009;0;24;1;2021;6;1;596.069;528.94
18107;11;595.401;1.8;1009;0;24;1;2021;6;1;623.163;563.469
18108;12;606.474;2.4;1189;0;24;1;2021;6;1;631.218;595.401
18109;13;607.286;2.4;1189;0;24;1;2021;6;1;627.202;606.474
18110;14;608.885;2.4;1189;0;24;1;2021;6;1;628.776;607.286
18111;15;609.581;1.4;1189;0;24;1;2021;6;1;633.179;608.885
18112;16;610.084;1.4;1189;0;24;1;2021;6;1;636.804;609.581
18113;17;613.972;1.4;1189;0;24;1;2021;6;1;632.572;610.084
18114;18;645.66;0.3;1189;0;24;1;2021;6;1;648.935;613.972
18115;19;653.642;0.3;1189;0;24;1;2021;6;1;648.708;645.66
18116;20;639.535;0.3;1189;0;24;1;2021;6;1;628.132;653.642
18117;21;622.767;0.8;1189;0;24;1;2021;6;1;610.282;639.535
18118;22;600.933;0.8;1189;0;24;1;2021;6;1;593.576;622.767
18119;23;565.68;0.8;1189;0;24;1;2021;6;1;562.484;600.933
18120;0;521.004;1.0;1207;0;25;1;2021;0;0;524.898;565.68
18121;1;484.122;1.0;1207;0;25;1;2021;0;0;494.903;521.004
18122;2;460.878;1.0;1207;0;25;1;2021;0;0;472.138;484.122
18123;3;449.56;0.7;1207;0;25;1;2021;0;0;460.88;460.878
18124;4;445.744;0.7;1207;0;25;1;2021;0;0;453.158;449.56
18125;5;450.587;0.7;1207;0;25;1;2021;0;0;451.505;445.744
18126;6;468.155;0.6;1207;0;25;1;2021;0;0;458.031;450.587
18127;7;513.317;0.6;1207;0;25;1;2021;0;0;475.987;468.155
18128;8;574.648;0.6;1207;0;25;1;2021;0;0;496.69;513.317
18129;9;621.827;1.4;1183;0;25;1;2021;0;0;528.94;574.648
18130;10;653.47;1.4;1183;0;25;1;2021;0;0;563.469;621.827
18131;11;662.052;1.4;1183;0;25;1;2021;0;0;595.401;653.47
18132;12;666.987;2.3;1009;0;25;1;2021;0;0;606.474;662.052
18133;13;653.809;2.3;1009;0;25;1;2021;0;0;607.286;666.987
18134;14;654.896;2.3;1009;0;25;1;2021;0;0;608.885;653.809
18135;15;654.72;1.1;1009;0;25;1;2021;0;0;609.581;654.896
18136;16;652.969;1.1;1009;0;25;1;2021;0;0;610.084;654.72
18137;17;648.357;1.1;1009;0;25;1;2021;0;0;613.972;652.969
18138;18;662.845;0.0;1009;0;25;1;2021;0;0;645.66;648.357
18139;19;671.844;0.0;1009;0;25;1;2021;0;0;653.642;662.845
18140;20;651.719;0.0;1009;0;25;1;2021;0;0;639.535;671.844
18141;21;640.592;0.2;1009;0;25;1;2021;0;0;622.767;651.719
18142;22;614.486;0.2;1009;0;25;1;2021;0;0;600.933;640.592
18143;23;578.39;0.2;1009;0;25;1;2021;0;0;565.68;614.486
18144;0;535.375;0.3;1009;0;26;1;2021;1;0;521.004;578.39
18145;1;498.767;0.3;1009;0;26;1;2021;1;0;484.122;535.375
18146;2;478.063;0.3;1009;0;26;1;2021;1;0;460.878;498.767
18147;3;467.954;0.9;1189;0;26;1;2021;1;0;449.56;478.063
18148;4;462.786;0.9;1189;0;26;1;2021;1;0;445.744;467.954
18149;5;463.051;0.9;1189;0;26;1;2021;1;0;450.587;462.786
18150;6;476.262;1.0;1009;0;26;1;2021;1;0;468.155;463.051
18151;7;522.666;1.0;1009;0;26;1;2021;1;0;513.317;476.262
18152;8;579.637;1.0;1009;0;26;1;2021;1;0;574.648;522.666
18153;9;623.351;1.2;1009;3;26;1;2021;1;0;621.827;579.637
18154;10;653.58;1.2;1009;3;26;1;2021;1;0;653.47;623.351
18155;11;664.853;1.2;1009;3;26;1;2021;1;0;662.052;653.58
18156;12;663.185;2.0;1117;0;26;1;2021;1;0;666.987;664.853
18157;13;653.666;2.0;1117;0;26;1;2021;1;0;653.809;663.185
18158;14;655.685;2.0;1117;0;26;1;2021;1;0;654.896;653.666
18159;15;660.329;0.7;1117;0;26;1;2021;1;0;654.72;655.685
18160;16;657.307;0.7;1117;0;26;1;2021;1;0;652.969;660.329
18161;17;654.422;0.7;1117;0;26;1;2021;1;0;648.357;657.307
18162;18;664.568;0.5;1117;0;26;1;2021;1;0;662.845;654.422
18163;19;672.968;0.5;1117;0;26;1;2021;1;0;671.844;664.568
18164;20;656.662;0.5;1117;0;26;1;2021;1;0;651.719;672.968
18165;21;640.933;0.0;1117;0;26;1;2021;1;0;640.592;656.662
18166;22;619.41;0.0;1117;0;26;1;2021;1;0;614.486;640.933
18167;23;584.963;0.0;1117;0;26;1;2021;1;0;578.39;619.41
18168;0;539.85;0.2;1219;0;27;1;2021;2;0;535.375;584.963
18169;1;503.521;0.2;1219;0;27;1;2021;2;0;498.767;539.85
18170;2;482.804;0.2;1219;0;27;1;2021;2;0;478.063;503.521
18171;3;469.659;0.3;1207;0;27;1;2021;2;0;467.954;482.804
18172;4;465.571;0.3;1207;0;27;1;2021;2;0;462.786;469.659
18173;5;465.9;0.3;1207;0;27;1;2021;2;0;463.051;465.571
18174;6;479.529;0.5;1207;0;27;1;2021;2;0;476.262;465.9
18175;7;520.914;0.5;1207;0;27;1;2021;2;0;522.666;479.529
18176;8;574.608;0.5;1207;0;27;1;2021;2;0;579.637;520.914
18177;9;618.154;1.0;1207;0;27;1;2021;2;0;623.351;574.608
18178;10;652.481;1.0;1207;0;27;1;2021;2;0;653.58;618.154
18179;11;664.654;1.0;1207;0;27;1;2021;2;0;664.853;652.481
18180;12;666.844;1.6;1006;0;27;1;2021;2;0;663.185;664.654
18181;13;658.357;1.6;1006;0;27;1;2021;2;0;653.666;666.844
18182;14;659.771;1.6;1006;0;27;1;2021;2;0;655.685;658.357
18183;15;658.479;1.3;1006;0;27;1;2021;2;0;660.329;659.771
18184;16;655.653;1.3;1006;0;27;1;2021;2;0;657.307;658.479
18185;17;651.235;1.3;1006;0;27;1;2021;2;0;654.422;655.653
18186;18;663.404;0.0;1006;0;27;1;2021;2;0;664.568;651.235
18187;19;673.155;0.0;1006;0;27;1;2021;2;0;672.968;663.404
18188;20;658.803;0.0;1006;0;27;1;2021;2;0;656.662;673.155
18189;21;640.247;0.8;1006;0;27;1;2021;2;0;640.933;658.803
18190;22;617.405;0.8;1006;0;27;1;2021;2;0;619.41;640.247
18191;23;582.334;0.8;1006;0;27;1;2021;2;0;584.963;617.405
18192;0;540.148;0.3;1009;0;28;1;2021;3;0;539.85;582.334
18193;1;501.464;0.3;1009;0;28;1;2021;3;0;503.521;540.148
18194;2;476.784;0.3;1009;0;28;1;2021;3;0;482.804;501.464
18195;3;466.583;-2.4;1006;0;28;1;2021;3;0;469.659;476.784
18196;4;463.517;-2.4;1006;0;28;1;2021;3;0;465.571;466.583
18197;5;463.229;-2.4;1006;0;28;1;2021;3;0;465.9;463.517
18198;6;477.689;-1.0;1006;0;28;1;2021;3;0;479.529;463.229
18199;7;521.375;-1.0;1006;0;28;1;2021;3;0;520.914;477.689
18200;8;580.087;-1.0;1006;0;28;1;2021;3;0;574.608;521.375
18201;9;622.405;0.2;1006;0;28;1;2021;3;0;618.154;580.087
18202;10;653.236;0.2;1006;0;28;1;2021;3;0;652.481;622.405
18203;11;665.155;0.2;1006;0;28;1;2021;3;0;664.654;653.236
18204;12;663.685;-0.9;1219;3;28;1;2021;3;0;666.844;665.155
18205;13;662.908;-0.9;1219;3;28;1;2021;3;0;658.357;663.685
18206;14;671.404;-0.9;1219;3;28;1;2021;3;0;659.771;662.908
18207;15;671.807;-0.5;1219;3;28;1;2021;3;0;658.479;671.404
18208;16;668.083;-0.5;1219;3;28;1;2021;3;0;655.653;671.807
18209;17;662.691;-0.5;1219;3;28;1;2021;3;0;651.235;668.083
18210;18;676.448;-1.5;1219;3;28;1;2021;3;0;663.404;662.691
18211;19;683.391;-1.5;1219;3;28;1;2021;3;0;673.155;676.448
18212;20;666.529;-1.5;1219;3;28;1;2021;3;0;658.803;683.391
18213;21;651.271;-4.7;1219;3;28;1;2021;3;0;640.247;666.529
18214;22;625.011;-4.7;1219;3;28;1;2021;3;0;617.405;651.271
18215;23;595.47;-4.7;1219;3;28;1;2021;3;0;582.334;625.011
18216;0;548.306;-6.9;1219;0;29;1;2021;4;0;540.148;595.47
18217;1;508.482;-6.9;1219;0;29;1;2021;4;0;501.464;548.306
18218;2;490.074;-6.9;1219;0;29;1;2021;4;0;476.784;508.482
18219;3;479.136;-5.8;1135;0;29;1;2021;4;0;466.583;490.074
18220;4;476.112;-5.8;1135;0;29;1;2021;4;0;463.517;479.136
18221;5;473.383;-5.8;1135;0;29;1;2021;4;0;463.229;476.112
18222;6;494.238;-7.7;1135;0;29;1;2021;4;0;477.689;473.383
18223;7;537.198;-7.7;1135;0;29;1;2021;4;0;521.375;494.238
18224;8;594.86;-7.7;1135;0;29;1;2021;4;0;580.087;537.198
18225;9;639.148;-4.3;1006;0;29;1;2021;4;0;622.405;594.86
18226;10;674.987;-4.3;1006;0;29;1;2021;4;0;653.236;639.148
18227;11;688.623;-4.3;1006;0;29;1;2021;4;0;665.155;674.987
18228;12;686.273;-2.8;1003;0;29;1;2021;4;0;663.685;688.623
18229;13;674.094;-2.8;1003;0;29;1;2021;4;0;662.908;686.273
18230;14;671.324;-2.8;1003;0;29;1;2021;4;0;671.404;674.094
18231;15;665.265;-4.1;1003;0;29;1;2021;4;0;671.807;671.324
18232;16;656.09;-4.1;1003;0;29;1;2021;4;0;668.083;665.265
18233;17;653.409;-4.1;1003;0;29;1;2021;4;0;662.691;656.09
18234;18;671.933;-5.7;1003;0;29;1;2021;4;0;676.448;653.409
18235;19;684.851;-5.7;1003;0;29;1;2021;4;0;683.391;671.933
18236;20;670.358;-5.7;1003;0;29;1;2021;4;0;666.529;684.851
18237;21;660.883;-5.8;1003;0;29;1;2021;4;0;651.271;670.358
18238;22;640.269;-5.8;1003;0;29;1;2021;4;0;625.011;660.883
18239;23;605.223;-5.8;1003;0;29;1;2021;4;0;595.47;640.269
18240;0;566.571;-6.3;1219;0;30;1;2021;5;1;548.306;605.223
18241;1;525.38;-6.3;1219;0;30;1;2021;5;1;508.482;566.571
18242;2;500.842;-6.3;1219;0;30;1;2021;5;1;490.074;525.38
18243;3;488.147;-3.6;1219;0;30;1;2021;5;1;479.136;500.842
18244;4;483.648;-3.6;1219;0;30;1;2021;5;1;476.112;488.147
18245;5;485.312;-3.6;1219;0;30;1;2021;5;1;473.383;483.648
18246;6;490.127;-2.0;1219;0;30;1;2021;5;1;494.238;485.312
18247;7;511.32;-2.0;1219;0;30;1;2021;5;1;537.198;490.127
18248;8;537.756;-2.0;1219;0;30;1;2021;5;1;594.86;511.32
18249;9;580.848;-0.9;1219;0;30;1;2021;5;1;639.148;537.756
18250;10;623.192;-0.9;1219;0;30;1;2021;5;1;674.987;580.848
18251;11;653.163;-0.9;1219;0;30;1;2021;5;1;688.623;623.192
18252;12;658.857;0.2;1219;0;30;1;2021;5;1;686.273;653.163
18253;13;653.404;0.2;1219;0;30;1;2021;5;1;674.094;658.857
18254;14;641.606;0.2;1219;0;30;1;2021;5;1;671.324;653.404
18255;15;630.31;-0.8;1219;0;30;1;2021;5;1;665.265;641.606
18256;16;627.402;-0.8;1219;0;30;1;2021;5;1;656.09;630.31
18257;17;622.414;-0.8;1219;0;30;1;2021;5;1;653.409;627.402
18258;18;643.662;-2.3;1219;0;30;1;2021;5;1;671.933;622.414
18259;19;662.894;-2.3;1219;0;30;1;2021;5;1;684.851;643.662
18260;20;644.047;-2.3;1219;0;30;1;2021;5;1;670.358;662.894
18261;21;629.031;-2.3;1219;0;30;1;2021;5;1;660.883;644.047
18262;22;608.419;-2.3;1219;0;30;1;2021;5;1;640.269;629.031
18263;23;580.003;-2.3;1219;0;30;1;2021;5;1;605.223;608.419
18264;0;542.639;-1.8;1219;0;31;1;2021;6;1;566.571;580.003
18265;1;508.77;-1.8;1219;0;31;1;2021;6;1;525.38;542.639
18266;2;482.372;-1.8;1219;0;31;1;2021;6;1;500.842;508.77
18267;3;475.295;-2.6;1219;0;31;1;2021;6;1;488.147;482.372
18268;4;464.374;-2.6;1219;0;31;1;2021;6;1;483.648;475.295
18269;5;464.385;-2.6;1219;0;31;1;2021;6;1;485.312;464.374
18270;6;468.8;-2.5;1219;0;31;1;2021;6;1;490.127;464.385
18271;7;483.413;-2.5;1219;0;31;1;2021;6;1;511.32;468.8
18272;8;510.369;-2.5;1219;0;31;1;2021;6;1;537.756;483.413
18273;9;540.039;-0.9;1006;3;31;1;2021;6;1;580.848;510.369
18274;10;580.033;-0.9;1006;3;31;1;2021;6;1;623.192;540.039
18275;11;611.806;-0.9;1006;3;31;1;2021;6;1;653.163;580.033
18276;12;627.531;0.0;1006;3;31;1;2021;6;1;658.857;611.806
18277;13;623.937;0.0;1006;3;31;1;2021;6;1;653.404;627.531
18278;14;613.867;0.0;1006;3;31;1;2021;6;1;641.606;623.937
18279;15;610.273;-1.0;1006;3;31;1;2021;6;1;630.31;613.867
18280;16;612.913;-1.0;1006;3;31;1;2021;6;1;627.402;610.273
18281;17;615.873;-1.0;1006;3;31;1;2021;6;1;622.414;612.913
18282;18;642.158;-2.3;1219;0;31;1;2021;6;1;643.662;615.873
18283;19;659.712;-2.3;1219;0;31;1;2021;6;1;662.894;642.158
18284;20;649.596;-2.3;1219;0;31;1;2021;6;1;644.047;659.712
18285;21;636.955;-1.8;1006;3;31;1;2021;6;1;629.031;649.596
18286;22;616.602;-1.8;1006;3;31;1;2021;6;1;608.419;636.955
18287;23;585.04;-1.8;1006;3;31;1;2021;6;1;580.003;616.602
18288;0;538.977;-2.8;1009;0;1;2;2021;0;0;542.639;585.04
18289;1;504.819;-2.8;1009;0;1;2;2021;0;0;508.77;538.977
18290;2;481.578;-2.8;1009;0;1;2;2021;0;0;482.372;504.819
18291;3;469.435;-2.9;1006;0;1;2;2021;0;0;475.295;481.578
18292;4;466.599;-2.9;1006;0;1;2;2021;0;0;464.374;469.435
18293;5;466.785;-2.9;1006;0;1;2;2021;0;0;464.385;466.599
18294;6;478.509;-5.2;1006;0;1;2;2021;0;0;468.8;466.785
18295;7;529.08;-5.2;1006;0;1;2;2021;0;0;483.413;478.509
18296;8;587.091;-5.2;1006;0;1;2;2021;0;0;510.369;529.08
18297;9;630.979;-2.7;1003;0;1;2;2021;0;0;540.039;587.091
18298;10;665.884;-2.7;1003;0;1;2;2021;0;0;580.033;630.979
18299;11;676.538;-2.7;1003;0;1;2;2021;0;0;611.806;665.884
18300;12;672.497;-1.7;1003;0;1;2;2021;0;0;627.531;676.538
18301;13;659.85;-1.7;1003;0;1;2;2021;0;0;623.937;672.497
18302;14;657.433;-1.7;1003;0;1;2;2021;0;0;613.867;659.85
18303;15;650.777;-4.4;1003;0;1;2;2021;0;0;610.273;657.433
18304;16;647.565;-4.4;1003;0;1;2;2021;0;0;612.913;650.777
18305;17;650.523;-4.4;1003;0;1;2;2021;0;0;615.873;647.565
18306;18;663.102;-6.2;1003;0;1;2;2021;0;0;642.158;650.523
18307;19;680.682;-6.2;1003;0;1;2;2021;0;0;659.712;663.102
18308;20;665.417;-6.2;1003;0;1;2;2021;0;0;649.596;680.682
18309;21;647.856;-6.5;1003;0;1;2;2021;0;0;636.955;665.417
18310;22;629.033;-6.5;1003;0;1;2;2021;0;0;616.602;647.856
18311;23;594.628;-6.5;1003;0;1;2;2021;0;0;585.04;629.033
18312;0;551.65;-6.6;1003;0;2;2;2021;1;0;538.977;594.628
18313;1;515.561;-6.6;1003;0;2;2;2021;1;0;504.819;551.65
18314;2;495.29;-6.6;1003;0;2;2;2021;1;0;481.578;515.561
18315;3;481.962;-6.7;1003;0;2;2;2021;1;0;469.435;495.29
18316;4;474.516;-6.7;1003;0;2;2;2021;1;0;466.599;481.962
18317;5;479.626;-6.7;1003;0;2;2;2021;1;0;466.785;474.516
18318;6;492.778;-5.3;1006;0;2;2;2021;1;0;478.509;479.626
18319;7;540.322;-5.3;1006;0;2;2;2021;1;0;529.08;492.778
18320;8;597.528;-5.3;1006;0;2;2;2021;1;0;587.091;540.322
18321;9;648.947;-3.5;1006;0;2;2;2021;1;0;630.979;597.528
18322;10;684.918;-3.5;1006;0;2;2;2021;1;0;665.884;648.947
18323;11;695.826;-3.5;1006;0;2;2;2021;1;0;676.538;684.918
18324;12;692.368;-2.2;1219;0;2;2;2021;1;0;672.497;695.826
18325;13;683.883;-2.2;1219;0;2;2;2021;1;0;659.85;692.368
18326;14;690.145;-2.2;1219;0;2;2;2021;1;0;657.433;683.883
18327;15;683.527;-1.9;1219;0;2;2;2021;1;0;650.777;690.145
18328;16;678.174;-1.9;1219;0;2;2;2021;1;0;647.565;683.527
18329;17;678.139;-1.9;1219;0;2;2;2021;1;0;650.523;678.174
