time;target;day;month;year
2;346.894;16;5;2021
3;333.953;16;5;2021
4;325.887;16;5;2021
5;310.276;16;5;2021
6;307.184;16;5;2021
7;323.279;16;5;2021
8;349.667;16;5;2021
9;394.532;16;5;2021
10;430.654;16;5;2021
11;449.655;16;5;2021
12;453.357;16;5;2021
13;453.717;16;5;2021
14;446.168;16;5;2021
15;442.14;16;5;2021
16;437.201;16;5;2021
17;444.378;16;5;2021
18;466.193;16;5;2021
19;467.359;16;5;2021
20;462.197;16;5;2021
21;464.742;16;5;2021
22;472.294;16;5;2021
23;449.166;16;5;2021
0;401.006;17;5;2021
1;361.227;17;5;2021
2;339.561;17;5;2021
3;329.442;17;5;2021
4;321.775;17;5;2021
5;308.349;17;5;2021
6;318.898;17;5;2021
7;359.576;17;5;2021
8;410.5;17;5;2021
9;454.797;17;5;2021
10;482.856;17;5;2021
11;489.137;17;5;2021
12;487.007;17;5;2021
13;477.739;17;5;2021
14;480.281;17;5;2021
15;479.525;17;5;2021
16;470.899;17;5;2021
17;462.081;17;5;2021
18;452.806;17;5;2021
19;452.951;17;5;2021
20;447.639;17;5;2021
21;451.269;17;5;2021
22;468.036;17;5;2021
23;443.187;17;5;2021
0;396.914;18;5;2021
1;357.06;18;5;2021
2;336.37;18;5;2021
3;325.085;18;5;2021
4;318.888;18;5;2021
5;304.544;18;5;2021
6;315.54;18;5;2021
7;358.127;18;5;2021
8;408.232;18;5;2021
9;454.534;18;5;2021
10;481.837;18;5;2021
11;489.715;18;5;2021
12;484.02;18;5;2021
13;474.574;18;5;2021
14;479.775;18;5;2021
15;475.796;18;5;2021
16;472.074;18;5;2021
17;468.44;18;5;2021
18;458.845;18;5;2021
19;460.238;18;5;2021
20;459.859;18;5;2021
21;464.587;18;5;2021
22;471.951;18;5;2021
23;444.135;18;5;2021
0;398.053;19;5;2021
1;359.763;19;5;2021
2;337.423;19;5;2021
3;326.55;19;5;2021
4;321.62;19;5;2021
5;311.133;19;5;2021
6;319.977;19;5;2021
7;361.609;19;5;2021
8;413.753;19;5;2021
9;463.646;19;5;2021
10;490.225;19;5;2021
11;496.175;19;5;2021
12;492.604;19;5;2021
13;483.066;19;5;2021
14;484.859;19;5;2021
15;481.506;19;5;2021
16;479.646;19;5;2021
17;475.043;19;5;2021
18;467.271;19;5;2021
19;467.574;19;5;2021
20;464.392;19;5;2021
21;467.187;19;5;2021
22;480.01;19;5;2021
23;453.897;19;5;2021
0;404.943;20;5;2021
1;366.768;20;5;2021
2;342.763;20;5;2021
3;330.512;20;5;2021
4;323.926;20;5;2021
5;308.208;20;5;2021
6;322.623;20;5;2021
7;363.194;20;5;2021
8;414.239;20;5;2021
9;458.777;20;5;2021
10;482.784;20;5;2021
11;490.17;20;5;2021
12;487.698;20;5;2021
13;475.351;20;5;2021
14;479.08;20;5;2021
15;475.636;20;5;2021
16;470.608;20;5;2021
17;468.728;20;5;2021
18;459.847;20;5;2021
19;456.184;20;5;2021
20;453.901;20;5;2021
21;456.645;20;5;2021
22;475.041;20;5;2021
23;455.399;20;5;2021
0;407.662;21;5;2021
1;366.383;21;5;2021
2;343.582;21;5;2021
3;331.402;21;5;2021
4;324.972;21;5;2021
5;313.112;21;5;2021
6;322.926;21;5;2021
7;362.919;21;5;2021
8;410.799;21;5;2021
9;460.86;21;5;2021
10;486.902;21;5;2021
11;494.96;21;5;2021
12;496.382;21;5;2021
13;485.58;21;5;2021
14;486.0;21;5;2021
15;480.613;21;5;2021
16;483.124;21;5;2021
17;474.682;21;5;2021
18;474.117;21;5;2021
19;480.472;21;5;2021
20;479.987;21;5;2021
21;480.209;21;5;2021
22;485.767;21;5;2021
23;457.936;21;5;2021
0;411.999;22;5;2021
1;372.45;22;5;2021
2;349.847;22;5;2021
3;337.799;22;5;2021
4;328.543;22;5;2021
5;311.857;22;5;2021
6;316.665;22;5;2021
7;337.61;22;5;2021
8;374.261;22;5;2021
9;420.527;22;5;2021
10;446.999;22;5;2021
11;458.854;22;5;2021
12;456.909;22;5;2021
13;451.215;22;5;2021
14;447.472;22;5;2021
15;441.075;22;5;2021
16;442.196;22;5;2021
17;450.648;22;5;2021
18;452.429;22;5;2021
19;456.636;22;5;2021
20;452.391;22;5;2021
21;448.878;22;5;2021
22;456.005;22;5;2021
23;438.264;22;5;2021
0;402.208;23;5;2021
1;368.924;23;5;2021
2;344.692;23;5;2021
3;329.518;23;5;2021
4;319.121;23;5;2021
5;304.497;23;5;2021
6;305.994;23;5;2021
7;322.317;23;5;2021
8;350.498;23;5;2021
9;398.935;23;5;2021
10;436.787;23;5;2021
11;458.248;23;5;2021
12;464.108;23;5;2021
13;459.384;23;5;2021
14;455.796;23;5;2021
15;447.674;23;5;2021
16;442.14;23;5;2021
17;439.835;23;5;2021
18;440.057;23;5;2021
19;439.392;23;5;2021
20;450.55;23;5;2021
21;459.251;23;5;2021
22;465.887;23;5;2021
23;445.021;23;5;2021
0;399.649;24;5;2021
1;361.77;24;5;2021
2;337.378;24;5;2021
3;325.306;24;5;2021
4;315.572;24;5;2021
5;299.977;24;5;2021
6;315.35;24;5;2021
7;355.101;24;5;2021
8;400.799;24;5;2021
9;446.623;24;5;2021
10;475.093;24;5;2021
11;484.989;24;5;2021
12;482.932;24;5;2021
13;475.782;24;5;2021
14;478.666;24;5;2021
15;476.943;24;5;2021
16;473.814;24;5;2021
17;467.145;24;5;2021
18;457.85;24;5;2021
19;453.845;24;5;2021
20;449.09;24;5;2021
21;448.663;24;5;2021
22;465.77;24;5;2021
23;449.451;24;5;2021
0;402.381;25;5;2021
1;361.377;25;5;2021
2;338.855;25;5;2021
3;329.358;25;5;2021
4;321.36;25;5;2021
5;308.541;25;5;2021
6;318.93;25;5;2021
7;360.345;25;5;2021
8;412.17;25;5;2021
9;468.746;25;5;2021
10;505.051;25;5;2021
11;518.571;25;5;2021
12;526.872;25;5;2021
13;515.129;25;5;2021
14;515.981;25;5;2021
15;513.695;25;5;2021
16;505.287;25;5;2021
17;500.946;25;5;2021
18;487.635;25;5;2021
19;486.834;25;5;2021
20;483.816;25;5;2021
21;477.194;25;5;2021
22;483.846;25;5;2021
23;462.788;25;5;2021
0;418.467;26;5;2021
1;380.297;26;5;2021
2;356.105;26;5;2021
3;342.106;26;5;2021
4;332.738;26;5;2021
5;321.559;26;5;2021
6;330.757;26;5;2021
7;372.328;26;5;2021
8;419.415;26;5;2021
9;464.429;26;5;2021
10;493.375;26;5;2021
11;503.275;26;5;2021
12;502.92;26;5;2021
13;498.637;26;5;2021
14;502.985;26;5;2021
15;499.876;26;5;2021
16;490.92;26;5;2021
17;484.428;26;5;2021
18;472.787;26;5;2021
19;472.44;26;5;2021
20;468.052;26;5;2021
21;476.439;26;5;2021
22;487.695;26;5;2021
23;461.481;26;5;2021
0;416.554;27;5;2021
1;376.261;27;5;2021
2;350.796;27;5;2021
3;339.941;27;5;2021
4;332.347;27;5;2021
5;318.355;27;5;2021
6;329.331;27;5;2021
7;367.64;27;5;2021
8;414.543;27;5;2021
9;465.046;27;5;2021
10;496.075;27;5;2021
11;511.146;27;5;2021
12;511.159;27;5;2021
13;505.216;27;5;2021
14;506.293;27;5;2021
15;496.058;27;5;2021
16;488.078;27;5;2021
17;483.123;27;5;2021
18;477.122;27;5;2021
19;478.836;27;5;2021
20;473.736;27;5;2021
21;466.899;27;5;2021
22;480.004;27;5;2021
23;470.676;27;5;2021
0;423.46;28;5;2021
1;379.58;28;5;2021
2;355.618;28;5;2021
3;343.394;28;5;2021
4;331.744;28;5;2021
5;322.601;28;5;2021
6;334.312;28;5;2021
7;373.365;28;5;2021
8;418.307;28;5;2021
9;467.002;28;5;2021
10;495.963;28;5;2021
11;503.678;28;5;2021
12;504.847;28;5;2021
13;495.779;28;5;2021
14;501.415;28;5;2021
15;497.998;28;5;2021
16;485.889;28;5;2021
17;481.336;28;5;2021
18;473.42;28;5;2021
19;474.296;28;5;2021
20;469.697;28;5;2021
21;462.46;28;5;2021
22;473.007;28;5;2021
23;464.971;28;5;2021
0;424.349;29;5;2021
1;384.061;29;5;2021
2;358.987;29;5;2021
3;346.792;29;5;2021
4;336.679;29;5;2021
5;320.376;29;5;2021
6;323.117;29;5;2021
7;345.88;29;5;2021
8;379.257;29;5;2021
9;427.388;29;5;2021
10;462.003;29;5;2021
11;479.937;29;5;2021
12;480.704;29;5;2021
13;474.098;29;5;2021
14;470.35;29;5;2021
15;466.442;29;5;2021
16;461.886;29;5;2021
17;458.403;29;5;2021
18;456.894;29;5;2021
19;451.805;29;5;2021
20;447.514;29;5;2021
21;447.023;29;5;2021
22;462.356;29;5;2021
23;455.938;29;5;2021
0;419.695;30;5;2021
1;381.269;30;5;2021
2;357.231;30;5;2021
3;343.746;30;5;2021
4;329.358;30;5;2021
5;313.321;30;5;2021
6;316.63;30;5;2021
7;331.293;30;5;2021
8;359.143;30;5;2021
9;400.578;30;5;2021
10;434.531;30;5;2021
11;450.003;30;5;2021
12;450.33;30;5;2021
13;445.788;30;5;2021
14;440.96;30;5;2021
15;436.251;30;5;2021
16;433.441;30;5;2021
17;431.748;30;5;2021
18;434.882;30;5;2021
19;434.41;30;5;2021
20;434.181;30;5;2021
21;438.731;30;5;2021
22;454.555;30;5;2021
23;446.705;30;5;2021
0;404.384;31;5;2021
1;365.365;31;5;2021
2;343.388;31;5;2021
3;330.703;31;5;2021
4;320.567;31;5;2021
5;307.62;31;5;2021
6;320.748;31;5;2021
7;357.24;31;5;2021
8;401.345;31;5;2021
9;449.345;31;5;2021
10;480.0;31;5;2021
11;489.197;31;5;2021
12;487.989;31;5;2021
13;479.455;31;5;2021
14;479.973;31;5;2021
15;475.923;31;5;2021
16;469.879;31;5;2021
17;466.531;31;5;2021
18;455.407;31;5;2021
19;453.484;31;5;2021
20;452.248;31;5;2021
21;452.281;31;5;2021
22;462.023;31;5;2021
23;448.124;31;5;2021
0;403.085;1;6;2021
1;365.122;1;6;2021
2;342.394;1;6;2021
3;332.258;1;6;2021
4;322.153;1;6;2021
5;309.446;1;6;2021
6;322.223;1;6;2021
7;358.834;1;6;2021
8;403.069;1;6;2021
9;449.506;1;6;2021
10;477.707;1;6;2021
11;483.737;1;6;2021
12;484.315;1;6;2021
13;476.213;1;6;2021
14;481.847;1;6;2021
15;477.736;1;6;2021
16;480.82;1;6;2021
17;478.0;1;6;2021
18;468.823;1;6;2021
19;466.822;1;6;2021
20;462.373;1;6;2021
21;458.869;1;6;2021
22;469.359;1;6;2021
23;450.49;1;6;2021
0;405.068;2;6;2021
1;364.524;2;6;2021
2;342.457;2;6;2021
3;330.094;2;6;2021
4;319.41;2;6;2021
5;307.317;2;6;2021
6;321.686;2;6;2021
7;361.489;2;6;2021
8;407.555;2;6;2021
9;453.069;2;6;2021
10;476.986;2;6;2021
11;484.859;2;6;2021
12;484.541;2;6;2021
13;475.28;2;6;2021
14;477.231;2;6;2021
15;473.988;2;6;2021
16;473.084;2;6;2021
17;466.91;2;6;2021
18;456.431;2;6;2021
19;450.704;2;6;2021
20;442.128;2;6;2021
21;438.671;2;6;2021
22;455.439;2;6;2021
23;443.884;2;6;2021
0;396.998;3;6;2021
1;358.503;3;6;2021
2;334.404;3;6;2021
3;322.11;3;6;2021
4;309.931;3;6;2021
5;300.986;3;6;2021
6;313.255;3;6;2021
7;351.449;3;6;2021
8;396.559;3;6;2021
9;444.716;3;6;2021
10;475.233;3;6;2021
11;483.076;3;6;2021
12;483.208;3;6;2021
13;473.548;3;6;2021
14;476.105;3;6;2021
15;476.196;3;6;2021
16;473.162;3;6;2021
17;465.304;3;6;2021
18;456.57;3;6;2021
19;453.349;3;6;2021
20;444.532;3;6;2021
21;436.437;3;6;2021
22;452.307;3;6;2021
23;443.683;3;6;2021
0;395.629;4;6;2021
1;354.446;4;6;2021
2;330.989;4;6;2021
3;319.782;4;6;2021
4;306.893;4;6;2021
5;295.706;4;6;2021
6;309.434;4;6;2021
7;349.807;4;6;2021
8;395.618;4;6;2021
9;444.464;4;6;2021
10;471.932;4;6;2021
11;478.638;4;6;2021
12;478.888;4;6;2021
13;471.372;4;6;2021
14;474.322;4;6;2021
15;474.171;4;6;2021
16;469.17;4;6;2021
17;459.56;4;6;2021
18;451.799;4;6;2021
19;447.621;4;6;2021
20;438.987;4;6;2021
21;434.217;4;6;2021
22;446.783;4;6;2021
23;433.178;4;6;2021
0;393.192;5;6;2021
1;353.834;5;6;2021
2;330.408;5;6;2021
3;319.872;5;6;2021
4;304.976;5;6;2021
5;289.629;5;6;2021
6;296.135;5;6;2021
7;322.339;5;6;2021
8;359.574;5;6;2021
9;408.597;5;6;2021
10;442.687;5;6;2021
11;456.285;5;6;2021
12;457.907;5;6;2021
13;452.844;5;6;2021
14;445.871;5;6;2021
15;439.99;5;6;2021
16;416.649;5;6;2021
17;428.441;5;6;2021
18;428.302;5;6;2021
19;422.639;5;6;2021
20;415.449;5;6;2021
21;412.603;5;6;2021
22;425.546;5;6;2021
23;422.119;5;6;2021
0;385.868;6;6;2021
1;348.173;6;6;2021
2;323.869;6;6;2021
3;309.308;6;6;2021
4;295.458;6;6;2021
5;281.552;6;6;2021
6;286.89;6;6;2021
7;303.185;6;6;2021
8;335.748;6;6;2021
9;379.097;6;6;2021
10;416.014;6;6;2021
11;432.806;6;6;2021
12;434.962;6;6;2021
13;431.649;6;6;2021
14;429.299;6;6;2021
15;428.519;6;6;2021
16;427.997;6;6;2021
17;425.791;6;6;2021
18;422.214;6;6;2021
19;420.38;6;6;2021
20;416.349;6;6;2021
21;413.996;6;6;2021
22;429.142;6;6;2021
23;423.228;6;6;2021
0;378.451;7;6;2021
1;337.088;7;6;2021
2;313.873;7;6;2021
3;302.005;7;6;2021
4;288.941;7;6;2021
5;278.723;7;6;2021
6;293.49;7;6;2021
7;335.199;7;6;2021
8;383.735;7;6;2021
9;433.309;7;6;2021
10;463.463;7;6;2021
11;476.021;7;6;2021
12;476.847;7;6;2021
13;467.83;7;6;2021
14;472.275;7;6;2021
15;470.908;7;6;2021
16;455.951;7;6;2021
17;456.72;7;6;2021
18;447.844;7;6;2021
19;443.077;7;6;2021
20;434.963;7;6;2021
21;429.142;7;6;2021
22;439.407;7;6;2021
23;431.267;7;6;2021
0;386.935;8;6;2021
1;347.844;8;6;2021
2;321.558;8;6;2021
3;310.062;8;6;2021
4;297.61;8;6;2021
5;286.167;8;6;2021
6;299.669;8;6;2021
7;339.269;8;6;2021
8;387.613;8;6;2021
9;438.874;8;6;2021
10;469.602;8;6;2021
11;478.915;8;6;2021
12;479.114;8;6;2021
13;472.321;8;6;2021
14;475.388;8;6;2021
15;475.017;8;6;2021
16;474.523;8;6;2021
17;468.64;8;6;2021
18;455.662;8;6;2021
19;448.503;8;6;2021
20;441.2;8;6;2021
21;435.65;8;6;2021
22;446.151;8;6;2021
23;434.746;8;6;2021
0;390.218;9;6;2021
1;349.478;9;6;2021
2;324.808;9;6;2021
3;313.824;9;6;2021
4;300.415;9;6;2021
5;289.343;9;6;2021
6;303.331;9;6;2021
7;343.073;9;6;2021
8;389.983;9;6;2021
9;438.751;9;6;2021
10;472.522;9;6;2021
11;482.489;9;6;2021
12;479.185;9;6;2021
13;473.446;9;6;2021
14;476.183;9;6;2021
15;472.682;9;6;2021
16;473.09;9;6;2021
17;466.821;9;6;2021
18;455.091;9;6;2021
19;447.851;9;6;2021
20;438.296;9;6;2021
21;433.571;9;6;2021
22;445.847;9;6;2021
23;438.821;9;6;2021
0;393.331;10;6;2021
1;350.324;10;6;2021
2;324.773;10;6;2021
3;312.152;10;6;2021
4;300.402;10;6;2021
5;291.048;10;6;2021
6;302.242;10;6;2021
7;336.749;10;6;2021
8;382.709;10;6;2021
9;431.654;10;6;2021
10;461.886;10;6;2021
11;469.74;10;6;2021
12;467.954;10;6;2021
13;462.197;10;6;2021
14;466.522;10;6;2021
15;466.836;10;6;2021
16;465.463;10;6;2021
17;459.131;10;6;2021
18;449.462;10;6;2021
19;443.505;10;6;2021
20;434.273;10;6;2021
21;428.558;10;6;2021
22;439.762;10;6;2021
23;433.313;10;6;2021
0;387.608;11;6;2021
1;346.772;11;6;2021
2;322.0;11;6;2021
3;310.912;11;6;2021
4;299.909;11;6;2021
5;289.99;11;6;2021
6;302.182;11;6;2021
7;340.981;11;6;2021
8;387.629;11;6;2021
9;438.722;11;6;2021
10;471.259;11;6;2021
11;482.993;11;6;2021
12;485.087;11;6;2021
13;477.0;11;6;2021
14;478.125;11;6;2021
15;472.399;11;6;2021
16;465.719;11;6;2021
17;456.346;11;6;2021
18;447.131;11;6;2021
19;442.128;11;6;2021
20;429.869;11;6;2021
21;421.149;11;6;2021
22;432.318;11;6;2021
23;431.909;11;6;2021
0;392.879;12;6;2021
1;353.324;12;6;2021
2;330.395;12;6;2021
3;316.433;12;6;2021
4;302.02;12;6;2021
5;288.323;12;6;2021
6;292.045;12;6;2021
7;313.094;12;6;2021
8;345.277;12;6;2021
9;389.054;12;6;2021
10;424.029;12;6;2021
11;442.578;12;6;2021
12;448.603;12;6;2021
13;450.676;12;6;2021
14;448.315;12;6;2021
15;448.812;12;6;2021
16;446.015;12;6;2021
17;439.709;12;6;2021
18;436.646;12;6;2021
19;427.803;12;6;2021
20;416.544;12;6;2021
21;410.015;12;6;2021
22;418.07;12;6;2021
23;412.942;12;6;2021
0;376.432;13;6;2021
1;342.936;13;6;2021
2;322.261;13;6;2021
3;309.109;13;6;2021
4;296.851;13;6;2021
5;284.568;13;6;2021
6;287.373;13;6;2021
7;304.666;13;6;2021
8;331.283;13;6;2021
9;369.992;13;6;2021
10;409.791;13;6;2021
11;431.282;13;6;2021
12;434.067;13;6;2021
13;432.078;13;6;2021
14;428.527;13;6;2021
15;421.197;13;6;2021
16;418.909;13;6;2021
17;418.793;13;6;2021
18;419.106;13;6;2021
19;416.909;13;6;2021
20;410.87;13;6;2021
21;410.458;13;6;2021
22;421.494;13;6;2021
23;420.781;13;6;2021
0;384.646;14;6;2021
1;348.451;14;6;2021
2;324.518;14;6;2021
3;312.959;14;6;2021
4;299.019;14;6;2021
5;287.425;14;6;2021
6;293.541;14;6;2021
7;314.965;14;6;2021
8;350.509;14;6;2021
9;396.419;14;6;2021
10;434.904;14;6;2021
11;450.89;14;6;2021
12;452.688;14;6;2021
13;447.612;14;6;2021
14;446.6;14;6;2021
15;441.182;14;6;2021
16;441.772;14;6;2021
17;440.843;14;6;2021
18;437.439;14;6;2021
19;435.001;14;6;2021
20;425.638;14;6;2021
21;424.239;14;6;2021
22;436.422;14;6;2021
23;429.42;14;6;2021
0;384.673;15;6;2021
1;344.849;15;6;2021
2;321.029;15;6;2021
3;309.501;15;6;2021
4;297.87;15;6;2021
5;287.875;15;6;2021
6;300.509;15;6;2021
7;338.683;15;6;2021
8;383.398;15;6;2021
9;430.545;15;6;2021
10;461.894;15;6;2021
11;474.254;15;6;2021
12;477.008;15;6;2021
13;469.389;15;6;2021
14;472.568;15;6;2021
15;468.861;15;6;2021
16;467.422;15;6;2021
17;457.13;15;6;2021
18;447.205;15;6;2021
19;441.952;15;6;2021
20;431.248;15;6;2021
21;425.318;15;6;2021
22;432.536;15;6;2021
23;427.599;15;6;2021
0;384.313;16;6;2021
1;346.805;16;6;2021
2;322.954;16;6;2021
3;312.283;16;6;2021
4;298.113;16;6;2021
5;287.424;16;6;2021
6;302.156;16;6;2021
7;339.206;16;6;2021
8;384.041;16;6;2021
9;432.233;16;6;2021
10;463.998;16;6;2021
11;472.477;16;6;2021
12;473.685;16;6;2021
13;464.105;16;6;2021
14;467.543;16;6;2021
15;465.269;16;6;2021
16;463.31;16;6;2021
17;461.744;16;6;2021
18;450.561;16;6;2021
19;446.325;16;6;2021
20;437.858;16;6;2021
21;429.493;16;6;2021
22;439.953;16;6;2021
23;439.147;16;6;2021
0;395.205;17;6;2021
1;354.476;17;6;2021
2;329.134;17;6;2021
3;316.969;17;6;2021
4;301.734;17;6;2021
5;291.372;17;6;2021
6;305.015;17;6;2021
7;344.267;17;6;2021
8;389.097;17;6;2021
9;438.701;17;6;2021
10;468.824;17;6;2021
11;481.092;17;6;2021
12;481.337;17;6;2021
13;473.423;17;6;2021
14;477.946;17;6;2021
15;476.151;17;6;2021
16;478.175;17;6;2021
17;472.526;17;6;2021
18;461.421;17;6;2021
19;454.889;17;6;2021
20;443.99;17;6;2021
21;436.164;17;6;2021
22;445.41;17;6;2021
23;445.811;17;6;2021
0;401.787;18;6;2021
1;358.039;18;6;2021
2;332.902;18;6;2021
3;318.613;18;6;2021
4;302.088;18;6;2021
5;292.402;18;6;2021
6;306.312;18;6;2021
7;346.83;18;6;2021
8;389.623;18;6;2021
9;443.539;18;6;2021
10;473.432;18;6;2021
11;488.787;18;6;2021
12;491.952;18;6;2021
13;486.527;18;6;2021
14;491.307;18;6;2021
15;487.889;18;6;2021
16;483.454;18;6;2021
17;477.174;18;6;2021
18;469.35;18;6;2021
19;464.354;18;6;2021
20;449.044;18;6;2021
21;438.527;18;6;2021
22;446.485;18;6;2021
23;449.519;18;6;2021
0;410.578;19;6;2021
1;366.736;19;6;2021
2;339.302;19;6;2021
3;324.512;19;6;2021
4;307.613;19;6;2021
5;296.455;19;6;2021
6;304.53;19;6;2021
7;328.043;19;6;2021
8;365.642;19;6;2021
9;414.424;19;6;2021
10;451.792;19;6;2021
11;469.028;19;6;2021
12;471.523;19;6;2021
13;462.835;19;6;2021
14;460.825;19;6;2021
15;455.751;19;6;2021
16;451.48;19;6;2021
17;446.441;19;6;2021
18;444.213;19;6;2021
19;439.925;19;6;2021
20;430.212;19;6;2021
21;422.107;19;6;2021
22;430.939;19;6;2021
23;432.042;19;6;2021
0;398.455;20;6;2021
1;362.168;20;6;2021
2;335.677;20;6;2021
3;322.012;20;6;2021
4;305.706;20;6;2021
5;292.863;20;6;2021
6;299.454;20;6;2021
7;317.246;20;6;2021
8;345.902;20;6;2021
9;390.642;20;6;2021
10;425.66;20;6;2021
11;442.924;20;6;2021
12;450.76;20;6;2021
13;448.432;20;6;2021
14;444.737;20;6;2021
15;444.365;20;6;2021
16;443.729;20;6;2021
17;443.191;20;6;2021
18;442.812;20;6;2021
19;442.207;20;6;2021
20;434.761;20;6;2021
21;429.31;20;6;2021
22;437.71;20;6;2021
23;441.245;20;6;2021
0;399.194;21;6;2021
1;356.966;21;6;2021
2;329.354;21;6;2021
3;316.526;21;6;2021
4;302.55;21;6;2021
5;291.486;21;6;2021
6;303.679;21;6;2021
7;343.723;21;6;2021
8;391.544;21;6;2021
9;450.037;21;6;2021
10;489.491;21;6;2021
11;504.803;21;6;2021
12;508.976;21;6;2021
13;504.887;21;6;2021
14;509.546;21;6;2021
15;503.087;21;6;2021
16;498.117;21;6;2021
17;488.726;21;6;2021
18;477.439;21;6;2021
19;469.499;21;6;2021
20;458.157;21;6;2021
21;450.173;21;6;2021
22;457.054;21;6;2021
23;459.099;21;6;2021
0;416.348;22;6;2021
1;369.323;22;6;2021
2;344.417;22;6;2021
3;329.653;22;6;2021
4;314.024;22;6;2021
5;302.641;22;6;2021
6;314.682;22;6;2021
7;349.646;22;6;2021
8;395.801;22;6;2021
9;453.331;22;6;2021
10;491.003;22;6;2021
11;507.761;22;6;2021
12;512.972;22;6;2021
13;507.118;22;6;2021
14;511.277;22;6;2021
15;508.886;22;6;2021
16;503.935;22;6;2021
17;492.45;22;6;2021
18;478.568;22;6;2021
19;471.157;22;6;2021
20;458.503;22;6;2021
21;448.862;22;6;2021
22;462.718;22;6;2021
23;447.779;22;6;2021
0;398.802;23;6;2021
1;351.429;23;6;2021
2;328.577;23;6;2021
3;316.056;23;6;2021
4;306.742;23;6;2021
5;295.878;23;6;2021
6;306.4;23;6;2021
7;338.292;23;6;2021
8;382.504;23;6;2021
9;436.707;23;6;2021
10;472.899;23;6;2021
11;488.014;23;6;2021
12;489.181;23;6;2021
13;481.515;23;6;2021
14;486.611;23;6;2021
15;484.412;23;6;2021
16;487.169;23;6;2021
17;478.206;23;6;2021
18;466.299;23;6;2021
19;444.949;23;6;2021
20;436.251;23;6;2021
21;434.121;23;6;2021
22;437.388;23;6;2021
23;432.166;23;6;2021
0;390.931;24;6;2021
1;350.313;24;6;2021
2;329.784;24;6;2021
3;319.044;24;6;2021
4;306.17;24;6;2021
5;295.329;24;6;2021
6;306.048;24;6;2021
7;340.036;24;6;2021
8;385.092;24;6;2021
9;434.032;24;6;2021
10;466.889;24;6;2021
11;466.641;24;6;2021
12;481.786;24;6;2021
13;475.341;24;6;2021
14;479.566;24;6;2021
15;477.748;24;6;2021
16;478.182;24;6;2021
17;472.573;24;6;2021
18;462.376;24;6;2021
19;453.47;24;6;2021
20;443.544;24;6;2021
21;434.605;24;6;2021
22;440.601;24;6;2021
23;436.55;24;6;2021
0;391.183;25;6;2021
1;351.67;25;6;2021
2;326.213;25;6;2021
3;313.262;25;6;2021
4;299.812;25;6;2021
5;289.769;25;6;2021
6;301.008;25;6;2021
7;334.526;25;6;2021
8;379.001;25;6;2021
9;431.086;25;6;2021
10;464.265;25;6;2021
11;477.003;25;6;2021
12;478.124;25;6;2021
13;469.635;25;6;2021
14;475.819;25;6;2021
15;470.833;25;6;2021
16;468.008;25;6;2021
17;460.673;25;6;2021
18;452.072;25;6;2021
19;446.419;25;6;2021
20;432.525;25;6;2021
21;423.018;25;6;2021
22;431.151;25;6;2021
23;430.59;25;6;2021
0;391.654;26;6;2021
1;350.317;26;6;2021
2;326.805;26;6;2021
3;312.129;26;6;2021
4;298.568;26;6;2021
5;285.302;26;6;2021
6;292.587;26;6;2021
7;313.036;26;6;2021
8;346.379;26;6;2021
9;395.613;26;6;2021
10;431.923;26;6;2021
11;449.72;26;6;2021
12;454.156;26;6;2021
13;448.965;26;6;2021
14;444.411;26;6;2021
15;440.671;26;6;2021
16;439.121;26;6;2021
17;433.092;26;6;2021
18;428.4;26;6;2021
19;424.68;26;6;2021
20;413.186;26;6;2021
21;407.407;26;6;2021
22;413.721;26;6;2021
23;414.522;26;6;2021
0;381.953;27;6;2021
1;345.248;27;6;2021
2;321.461;27;6;2021
3;309.229;27;6;2021
4;292.824;27;6;2021
5;279.048;27;6;2021
6;283.75;27;6;2021
7;299.577;27;6;2021
8;327.35;27;6;2021
9;367.2;27;6;2021
10;405.261;27;6;2021
11;423.576;27;6;2021
12;431.597;27;6;2021
13;432.139;27;6;2021
14;430.361;27;6;2021
15;426.198;27;6;2021
16;428.464;27;6;2021
17;427.106;27;6;2021
18;426.223;27;6;2021
19;426.378;27;6;2021
20;420.543;27;6;2021
21;419.456;27;6;2021
22;427.062;27;6;2021
23;423.069;27;6;2021
0;381.975;28;6;2021
1;341.777;28;6;2021
2;317.036;28;6;2021
3;303.646;28;6;2021
4;290.353;28;6;2021
5;281.004;28;6;2021
6;292.523;28;6;2021
7;328.115;28;6;2021
8;371.923;28;6;2021
9;425.089;28;6;2021
10;458.74;28;6;2021
11;476.383;28;6;2021
12;479.085;28;6;2021
13;471.98;28;6;2021
14;478.395;28;6;2021
15;476.129;28;6;2021
16;476.971;28;6;2021
17;470.154;28;6;2021
18;457.592;28;6;2021
19;447.226;28;6;2021
20;433.016;28;6;2021
21;425.337;28;6;2021
22;432.346;28;6;2021
23;430.358;28;6;2021
0;389.177;29;6;2021
1;345.961;29;6;2021
2;320.494;29;6;2021
3;307.944;29;6;2021
4;295.388;29;6;2021
5;284.468;29;6;2021
6;294.96;29;6;2021
7;330.872;29;6;2021
8;378.046;29;6;2021
9;433.835;29;6;2021
10;466.093;29;6;2021
11;483.071;29;6;2021
12;483.69;29;6;2021
13;480.559;29;6;2021
14;486.435;29;6;2021
15;483.687;29;6;2021
16;481.38;29;6;2021
17;473.855;29;6;2021
18;462.482;29;6;2021
19;457.4;29;6;2021
20;445.029;29;6;2021
21;435.849;29;6;2021
