time;target;temp;weather;wind;day;month;year;weekend
4;315.723;11.5;1006;0;16;9;2021;0
5;317.38;11.5;1006;0;16;9;2021;0
6;330.963;11.9;1189;0;16;9;2021;0
7;360.532;11.9;1189;0;16;9;2021;0
8;406.774;11.9;1189;0;16;9;2021;0
9;454.547;13.4;1189;0;16;9;2021;0
10;488.954;13.4;1189;0;16;9;2021;0
11;500.273;13.4;1189;0;16;9;2021;0
12;502.562;14.7;1189;0;16;9;2021;0
13;496.223;14.7;1189;0;16;9;2021;0
14;501.38;14.7;1189;0;16;9;2021;0
15;502.536;14.6;1189;0;16;9;2021;0
16;505.218;14.6;1189;0;16;9;2021;0
17;504.917;14.6;1189;0;16;9;2021;0
18;500.596;14.5;1189;0;16;9;2021;0
19;505.776;14.5;1189;0;16;9;2021;0
20;513.952;14.5;1189;0;16;9;2021;0
21;503.63;14.1;1189;0;16;9;2021;0
22;478.572;14.1;1189;0;16;9;2021;0
23;445.722;14.1;1189;0;16;9;2021;0
0;404.369;14.0;1153;0;17;9;2021;0
1;368.412;14.0;1153;0;17;9;2021;0
2;349.278;14.0;1153;0;17;9;2021;0
3;338.369;13.9;1009;0;17;9;2021;0
4;334.071;13.9;1009;0;17;9;2021;0
5;332.808;13.9;1009;0;17;9;2021;0
6;346.666;14.1;1009;0;17;9;2021;0
7;373.049;14.1;1009;0;17;9;2021;0
8;411.024;14.1;1009;0;17;9;2021;0
9;458.577;14.4;1009;0;17;9;2021;0
10;491.101;14.4;1009;0;17;9;2021;0
11;500.438;14.4;1009;0;17;9;2021;0
12;500.64;15.4;1009;0;17;9;2021;0
13;494.666;15.4;1009;0;17;9;2021;0
14;498.627;15.4;1009;0;17;9;2021;0
15;495.875;13.8;1009;0;17;9;2021;0
16;490.652;13.8;1009;0;17;9;2021;0
17;488.473;13.8;1009;0;17;9;2021;0
18;488.732;11.5;1009;0;17;9;2021;0
19;496.603;11.5;1009;0;17;9;2021;0
20;507.964;11.5;1009;0;17;9;2021;0
21;498.436;10.7;1009;0;17;9;2021;0
22;477.117;10.7;1009;0;17;9;2021;0
23;447.626;10.7;1009;0;17;9;2021;0
0;406.821;10.0;1009;3;18;9;2021;1
1;372.242;10.0;1009;3;18;9;2021;1
2;350.233;10.0;1009;3;18;9;2021;1
3;338.206;8.8;1189;3;18;9;2021;1
4;330.179;8.8;1189;3;18;9;2021;1
5;328.975;8.8;1189;3;18;9;2021;1
6;336.264;7.8;1189;3;18;9;2021;1
7;348.073;7.8;1189;3;18;9;2021;1
8;375.562;7.8;1189;3;18;9;2021;1
9;426.2;8.4;1009;3;18;9;2021;1
10;468.057;8.4;1009;3;18;9;2021;1
11;485.433;8.4;1009;3;18;9;2021;1
12;488.417;9.4;1009;3;18;9;2021;1
13;483.736;9.4;1009;3;18;9;2021;1
14;483.22;9.4;1009;3;18;9;2021;1
15;481.305;10.5;1009;3;18;9;2021;1
16;480.555;10.5;1009;3;18;9;2021;1
17;484.28;10.5;1009;3;18;9;2021;1
18;489.834;9.7;1009;3;18;9;2021;1
19;497.46;9.7;1009;3;18;9;2021;1
20;511.377;9.7;1009;3;18;9;2021;1
21;501.867;10.3;1009;3;18;9;2021;1
22;482.449;10.3;1009;3;18;9;2021;1
23;452.452;10.3;1009;3;18;9;2021;1
0;413.104;9.3;1009;3;19;9;2021;1
1;379.507;9.3;1009;3;19;9;2021;1
2;355.891;9.3;1009;3;19;9;2021;1
3;344.043;6.1;1009;3;19;9;2021;1
4;336.684;6.1;1009;3;19;9;2021;1
5;336.252;6.1;1009;3;19;9;2021;1
6;343.507;8.1;1009;3;19;9;2021;1
7;343.52;8.1;1009;3;19;9;2021;1
8;369.373;8.1;1009;3;19;9;2021;1
9;414.583;8.4;1009;3;19;9;2021;1
10;451.36;8.4;1009;3;19;9;2021;1
11;471.892;8.4;1009;3;19;9;2021;1
12;479.847;11.1;1009;3;19;9;2021;1
13;480.739;11.1;1009;3;19;9;2021;1
14;479.079;11.1;1009;3;19;9;2021;1
15;475.63;10.4;1009;3;19;9;2021;1
16;474.432;10.4;1009;3;19;9;2021;1
17;479.007;10.4;1009;3;19;9;2021;1
18;487.615;7.3;1009;3;19;9;2021;1
19;503.277;7.3;1009;3;19;9;2021;1
20;524.123;7.3;1009;3;19;9;2021;1
21;519.633;7.8;1009;3;19;9;2021;1
22;497.908;7.8;1009;3;19;9;2021;1
23;460.555;7.8;1009;3;19;9;2021;1
0;416.937;8.8;1009;3;20;9;2021;0
1;378.505;8.8;1009;3;20;9;2021;0
2;357.258;8.8;1009;3;20;9;2021;0
3;346.114;7.5;1009;3;20;9;2021;0
4;341.22;7.5;1009;3;20;9;2021;0
5;343.225;7.5;1009;3;20;9;2021;0
6;358.23;6.8;1000;3;20;9;2021;0
7;388.26;6.8;1000;3;20;9;2021;0
8;433.201;6.8;1000;3;20;9;2021;0
9;483.297;9.8;1003;3;20;9;2021;0
10;518.141;9.8;1003;3;20;9;2021;0
11;528.279;9.8;1003;3;20;9;2021;0
12;527.289;11.5;1003;1;20;9;2021;0
13;516.826;11.5;1003;1;20;9;2021;0
14;521.555;11.5;1003;1;20;9;2021;0
15;517.529;10.4;1003;1;20;9;2021;0
16;513.628;10.4;1003;1;20;9;2021;0
17;507.406;10.4;1003;1;20;9;2021;0
18;501.426;7.1;1003;1;20;9;2021;0
19;513.461;7.1;1003;1;20;9;2021;0
20;543.908;7.1;1003;1;20;9;2021;0
21;537.442;4.2;1003;1;20;9;2021;0
22;513.572;4.2;1003;1;20;9;2021;0
23;476.419;4.2;1003;1;20;9;2021;0
0;428.363;3.9;1003;1;21;9;2021;0
1;391.393;3.9;1003;1;21;9;2021;0
2;369.121;3.9;1003;1;21;9;2021;0
3;358.449;3.9;1003;1;21;9;2021;0
4;353.115;3.9;1003;1;21;9;2021;0
5;355.472;3.9;1003;1;21;9;2021;0
6;372.541;7.1;1003;0;21;9;2021;0
7;404.559;7.1;1003;0;21;9;2021;0
8;448.892;7.1;1003;0;21;9;2021;0
9;497.839;11.8;1003;0;21;9;2021;0
10;527.532;11.8;1003;0;21;9;2021;0
11;534.403;11.8;1003;0;21;9;2021;0
12;532.221;13.4;1003;0;21;9;2021;0
13;521.048;13.4;1003;0;21;9;2021;0
14;523.09;13.4;1003;0;21;9;2021;0
15;523.407;11.8;1003;0;21;9;2021;0
16;525.096;11.8;1003;0;21;9;2021;0
17;524.567;11.8;1003;0;21;9;2021;0
18;519.985;9.3;1003;0;21;9;2021;0
19;533.364;9.3;1003;0;21;9;2021;0
20;555.333;9.3;1003;0;21;9;2021;0
21;544.257;7.5;1003;0;21;9;2021;0
22;519.676;7.5;1003;0;21;9;2021;0
23;483.963;7.5;1003;0;21;9;2021;0
0;436.166;7.5;1003;0;22;9;2021;0
1;398.356;7.5;1003;0;22;9;2021;0
2;376.242;7.5;1003;0;22;9;2021;0
3;364.656;5.7;1000;0;22;9;2021;0
4;360.083;5.7;1000;0;22;9;2021;0
5;361.827;5.7;1000;0;22;9;2021;0
6;378.375;6.8;1000;0;22;9;2021;0
7;407.872;6.8;1000;0;22;9;2021;0
8;451.643;6.8;1000;0;22;9;2021;0
9;497.552;12.6;1000;0;22;9;2021;0
10;526.735;12.6;1000;0;22;9;2021;0
11;532.391;12.6;1000;0;22;9;2021;0
12;527.6;12.4;1006;0;22;9;2021;0
13;517.111;12.4;1006;0;22;9;2021;0
14;520.76;12.4;1006;0;22;9;2021;0
15;524.532;12.0;1006;0;22;9;2021;0
16;524.68;12.0;1006;0;22;9;2021;0
17;521.431;12.0;1006;0;22;9;2021;0
18;521.402;9.5;1006;0;22;9;2021;0
19;534.979;9.5;1006;0;22;9;2021;0
20;554.819;9.5;1006;0;22;9;2021;0
21;546.233;9.7;1006;0;22;9;2021;0
22;520.884;9.7;1006;0;22;9;2021;0
23;484.903;9.7;1006;0;22;9;2021;0
0;437.771;8.9;1006;0;23;9;2021;0
1;399.242;8.9;1006;0;23;9;2021;0
2;377.377;8.9;1006;0;23;9;2021;0
3;366.553;8.6;1006;0;23;9;2021;0
4;361.309;8.6;1006;0;23;9;2021;0
5;361.48;8.6;1006;0;23;9;2021;0
6;378.061;10.2;1006;0;23;9;2021;0
7;411.665;10.2;1006;0;23;9;2021;0
8;453.28;10.2;1006;0;23;9;2021;0
9;504.225;14.1;1009;0;23;9;2021;0
10;538.503;14.1;1009;0;23;9;2021;0
11;547.901;14.1;1009;0;23;9;2021;0
12;546.181;14.5;1189;0;23;9;2021;0
13;542.003;14.5;1189;0;23;9;2021;0
14;544.647;14.5;1189;0;23;9;2021;0
15;540.83;13.2;1189;0;23;9;2021;0
16;543.88;13.2;1189;0;23;9;2021;0
17;547.744;13.2;1189;0;23;9;2021;0
18;552.287;12.9;0;0;23;9;2021;0
19;570.771;12.9;0;0;23;9;2021;0
20;572.924;12.9;0;0;23;9;2021;0
21;559.841;12.1;0;0;23;9;2021;0
22;527.435;12.1;0;0;23;9;2021;0
23;484.727;12.1;0;0;23;9;2021;0
0;437.583;9.4;0;10;24;9;2021;0
1;397.054;9.4;0;10;24;9;2021;0
2;374.935;9.4;0;10;24;9;2021;0
3;364.462;11.4;0;10;24;9;2021;0
4;360.936;11.4;0;10;24;9;2021;0
5;360.012;11.4;0;10;24;9;2021;0
6;374.676;12.2;1000;10;24;9;2021;0
7;405.783;12.2;1000;10;24;9;2021;0
8;450.487;12.2;1000;10;24;9;2021;0
9;495.967;13.5;1003;10;24;9;2021;0
10;526.606;13.5;1003;10;24;9;2021;0
11;532.665;13.5;1003;10;24;9;2021;0
12;532.186;14.7;1003;0;24;9;2021;0
13;523.713;14.7;1003;0;24;9;2021;0
14;523.206;14.7;1003;0;24;9;2021;0
15;518.433;13.7;1003;3;24;9;2021;0
16;516.017;13.7;1003;3;24;9;2021;0
17;514.129;13.7;1003;3;24;9;2021;0
18;516.409;12.0;1003;3;24;9;2021;0
19;531.034;12.0;1003;3;24;9;2021;0
20;546.324;12.0;1003;3;24;9;2021;0
21;533.765;13.0;1003;3;24;9;2021;0
22;512.775;13.0;1003;3;24;9;2021;0
23;480.89;13.0;1003;3;24;9;2021;0
0;438.153;13.0;1189;3;25;9;2021;1
1;398.971;13.0;1189;3;25;9;2021;1
2;376.161;13.0;1189;3;25;9;2021;1
3;365.666;13.6;1189;3;25;9;2021;1
4;359.106;13.6;1189;3;25;9;2021;1
5;361.206;13.6;1189;3;25;9;2021;1
6;367.062;14.7;1189;3;25;9;2021;1
7;379.072;14.7;1189;3;25;9;2021;1
8;406.562;14.7;1189;3;25;9;2021;1
9;453.637;15.9;1009;3;25;9;2021;1
10;486.323;15.9;1009;3;25;9;2021;1
11;503.752;15.9;1009;3;25;9;2021;1
12;506.934;16.0;1009;3;25;9;2021;1
13;499.862;16.0;1009;3;25;9;2021;1
14;496.645;16.0;1009;3;25;9;2021;1
15;489.468;15.1;1009;3;25;9;2021;1
16;488.158;15.1;1009;3;25;9;2021;1
17;488.642;15.1;1009;3;25;9;2021;1
18;493.692;13.1;1009;3;25;9;2021;1
19;510.836;13.1;1009;3;25;9;2021;1
20;527.729;13.1;1009;3;25;9;2021;1
21;516.008;9.9;1000;3;25;9;2021;1
22;495.492;9.9;1000;3;25;9;2021;1
23;465.065;9.9;1000;3;25;9;2021;1
0;428.186;9.2;1000;3;26;9;2021;1
1;395.775;9.2;1000;3;26;9;2021;1
2;374.947;9.2;1000;3;26;9;2021;1
3;364.595;7.7;1000;0;26;9;2021;1
4;356.302;7.7;1000;0;26;9;2021;1
5;354.077;7.7;1000;0;26;9;2021;1
6;360.309;7.9;1135;0;26;9;2021;1
7;364.701;7.9;1135;0;26;9;2021;1
8;384.413;7.9;1135;0;26;9;2021;1
9;427.481;16.0;1135;0;26;9;2021;1
10;463.662;16.0;1135;0;26;9;2021;1
11;480.627;16.0;1135;0;26;9;2021;1
12;478.234;18.4;1000;0;26;9;2021;1
13;469.464;18.4;1000;0;26;9;2021;1
14;464.326;18.4;1000;0;26;9;2021;1
15;460.119;17.1;1000;0;26;9;2021;1
16;455.142;17.1;1000;0;26;9;2021;1
17;454.62;17.1;1000;0;26;9;2021;1
18;460.106;11.9;1000;0;26;9;2021;1
19;490.21;11.9;1000;0;26;9;2021;1
20;522.993;11.9;1000;0;26;9;2021;1
21;517.294;10.1;1000;0;26;9;2021;1
22;497.514;10.1;1000;0;26;9;2021;1
23;462.783;10.1;1000;0;26;9;2021;1
0;418.05;7.5;1000;0;27;9;2021;0
1;381.321;7.5;1000;0;27;9;2021;0
2;360.991;7.5;1000;0;27;9;2021;0
3;351.064;6.8;1000;0;27;9;2021;0
4;345.655;6.8;1000;0;27;9;2021;0
5;347.735;6.8;1000;0;27;9;2021;0
6;366.513;7.3;1000;0;27;9;2021;0
7;399.975;7.3;1000;0;27;9;2021;0
8;441.777;7.3;1000;0;27;9;2021;0
9;487.447;13.5;1000;0;27;9;2021;0
10;517.825;13.5;1000;0;27;9;2021;0
11;525.808;13.5;1000;0;27;9;2021;0
12;521.454;16.5;1000;0;27;9;2021;0
13;509.334;16.5;1000;0;27;9;2021;0
14;510.048;16.5;1000;0;27;9;2021;0
15;504.34;15.6;1000;0;27;9;2021;0
16;500.158;15.6;1000;0;27;9;2021;0
17;495.051;15.6;1000;0;27;9;2021;0
18;490.575;10.5;1000;0;27;9;2021;0
19;517.141;10.5;1000;0;27;9;2021;0
20;536.028;10.5;1000;0;27;9;2021;0
21;524.577;7.7;1000;1;27;9;2021;0
22;501.242;7.7;1000;1;27;9;2021;0
23;463.553;7.7;1000;1;27;9;2021;0
0;416.851;6.2;1000;1;28;9;2021;0
1;380.388;6.2;1000;1;28;9;2021;0
2;360.347;6.2;1000;1;28;9;2021;0
3;350.971;4.9;1000;1;28;9;2021;0
4;348.028;4.9;1000;1;28;9;2021;0
5;347.929;4.9;1000;1;28;9;2021;0
6;364.001;6.2;1003;0;28;9;2021;0
7;400.397;6.2;1003;0;28;9;2021;0
8;443.7;6.2;1003;0;28;9;2021;0
9;492.365;13.7;1003;0;28;9;2021;0
10;521.833;13.7;1003;0;28;9;2021;0
11;525.487;13.7;1003;0;28;9;2021;0
12;519.706;14.9;1000;0;28;9;2021;0
13;510.964;14.9;1000;0;28;9;2021;0
14;512.138;14.9;1000;0;28;9;2021;0
15;510.794;13.5;1000;0;28;9;2021;0
16;509.472;13.5;1000;0;28;9;2021;0
17;506.2;13.5;1000;0;28;9;2021;0
18;502.417;8.8;1000;3;28;9;2021;0
19;528.872;8.8;1000;3;28;9;2021;0
20;544.62;8.8;1000;3;28;9;2021;0
21;532.613;7.2;1000;3;28;9;2021;0
22;508.926;7.2;1000;3;28;9;2021;0
23;473.369;7.2;1000;3;28;9;2021;0
0;426.559;6.6;1000;3;29;9;2021;0
1;389.872;6.6;1000;3;29;9;2021;0
2;369.885;6.6;1000;3;29;9;2021;0
3;360.158;5.6;1000;3;29;9;2021;0
4;358.407;5.6;1000;3;29;9;2021;0
5;359.401;5.6;1000;3;29;9;2021;0
6;376.012;6.8;1000;0;29;9;2021;0
7;411.773;6.8;1000;0;29;9;2021;0
8;450.994;6.8;1000;0;29;9;2021;0
9;497.956;13.6;1000;0;29;9;2021;0
10;526.294;13.6;1000;0;29;9;2021;0
11;531.323;13.6;1000;0;29;9;2021;0
12;526.084;15.1;1000;0;29;9;2021;0
13;516.511;15.1;1000;0;29;9;2021;0
14;517.68;15.1;1000;0;29;9;2021;0
15;515.021;13.8;1000;0;29;9;2021;0
16;512.914;13.8;1000;0;29;9;2021;0
17;507.01;13.8;1000;0;29;9;2021;0
18;505.516;10.4;1000;3;29;9;2021;0
19;532.28;10.4;1000;3;29;9;2021;0
20;548.166;10.4;1000;3;29;9;2021;0
21;534.257;10.1;1000;3;29;9;2021;0
22;511.143;10.1;1000;3;29;9;2021;0
23;473.86;10.1;1000;3;29;9;2021;0
0;427.958;10.5;1006;3;30;9;2021;0
1;391.379;10.5;1006;3;30;9;2021;0
2;370.871;10.5;1006;3;30;9;2021;0
3;362.19;10.0;1006;3;30;9;2021;0
4;356.48;10.0;1006;3;30;9;2021;0
5;358.232;10.0;1006;3;30;9;2021;0
6;374.996;9.9;1009;3;30;9;2021;0
7;411.413;9.9;1009;3;30;9;2021;0
8;452.223;9.9;1009;3;30;9;2021;0
9;503.151;11.5;1009;3;30;9;2021;0
10;540.973;11.5;1009;3;30;9;2021;0
11;549.531;11.5;1009;3;30;9;2021;0
12;550.818;13.3;1006;3;30;9;2021;0
13;542.946;13.3;1006;3;30;9;2021;0
14;541.405;13.3;1006;3;30;9;2021;0
15;537.217;13.4;1006;0;30;9;2021;0
16;532.626;13.4;1006;0;30;9;2021;0
17;527.262;13.4;1006;0;30;9;2021;0
18;521.59;10.2;1006;0;30;9;2021;0
19;546.042;10.2;1006;0;30;9;2021;0
20;555.644;10.2;1006;0;30;9;2021;0
21;544.737;8.0;1006;0;30;9;2021;0
22;519.36;8.0;1006;0;30;9;2021;0
23;484.088;8.0;1006;0;30;9;2021;0
0;437.51;6.0;1003;0;1;10;2021;0
1;400.805;6.0;1003;0;1;10;2021;0
2;381.523;6.0;1003;0;1;10;2021;0
3;372.016;5.6;1003;0;1;10;2021;0
4;368.987;5.6;1003;0;1;10;2021;0
5;369.918;5.6;1003;0;1;10;2021;0
6;389.105;4.8;1006;0;1;10;2021;0
7;424.914;4.8;1006;0;1;10;2021;0
8;467.135;4.8;1006;0;1;10;2021;0
9;510.7;14.8;1000;0;1;10;2021;0
10;540.75;14.8;1000;0;1;10;2021;0
11;545.747;14.8;1000;0;1;10;2021;0
12;540.34;17.0;1000;0;1;10;2021;0
13;526.923;17.0;1000;0;1;10;2021;0
14;524.513;17.0;1000;0;1;10;2021;0
15;518.317;14.4;1003;0;1;10;2021;0
16;508.984;14.4;1003;0;1;10;2021;0
17;501.709;14.4;1003;0;1;10;2021;0
18;500.178;8.8;1000;0;1;10;2021;0
19;529.896;8.8;1000;0;1;10;2021;0
20;547.151;8.8;1000;0;1;10;2021;0
21;534.65;7.4;1000;0;1;10;2021;0
22;517.615;7.4;1000;0;1;10;2021;0
23;482.878;7.4;1000;0;1;10;2021;0
0;442.154;6.4;1006;0;2;10;2021;1
1;407.21;6.4;1006;0;2;10;2021;1
2;384.502;6.4;1006;0;2;10;2021;1
3;373.186;5.7;1006;0;2;10;2021;1
4;368.053;5.7;1006;0;2;10;2021;1
5;368.419;5.7;1006;0;2;10;2021;1
6;375.421;7.7;1009;0;2;10;2021;1
7;387.025;7.7;1009;0;2;10;2021;1
8;414.087;7.7;1009;0;2;10;2021;1
9;464.511;11.9;1009;0;2;10;2021;1
10;501.973;11.9;1009;0;2;10;2021;1
11;517.668;11.9;1009;0;2;10;2021;1
12;513.652;14.4;1003;3;2;10;2021;1
13;505.045;14.4;1003;3;2;10;2021;1
14;502.864;14.4;1003;3;2;10;2021;1
15;497.392;13.7;1003;3;2;10;2021;1
16;492.873;13.7;1003;3;2;10;2021;1
17;494.652;13.7;1003;3;2;10;2021;1
18;506.429;11.7;1003;3;2;10;2021;1
19;532.844;11.7;1003;3;2;10;2021;1
20;540.181;11.7;1003;3;2;10;2021;1
21;524.809;10.3;1003;3;2;10;2021;1
22;506.654;10.3;1003;3;2;10;2021;1
23;471.265;10.3;1003;3;2;10;2021;1
0;434.428;8.8;1006;3;3;10;2021;1
1;401.352;8.8;1006;3;3;10;2021;1
2;381.517;8.8;1006;3;3;10;2021;1
3;371.146;9.9;1006;3;3;10;2021;1
4;365.116;9.9;1006;3;3;10;2021;1
5;362.5;9.9;1006;3;3;10;2021;1
6;369.942;10.7;1009;0;3;10;2021;1
7;377.322;10.7;1009;0;3;10;2021;1
8;395.16;10.7;1009;0;3;10;2021;1
9;439.922;15.1;1009;0;3;10;2021;1
10;478.038;15.1;1009;0;3;10;2021;1
11;494.841;15.1;1009;0;3;10;2021;1
12;498.283;17.5;1003;0;3;10;2021;1
13;492.257;17.5;1003;0;3;10;2021;1
14;487.684;17.5;1003;0;3;10;2021;1
15;479.871;16.8;1003;0;3;10;2021;1
16;475.784;16.8;1003;0;3;10;2021;1
17;476.872;16.8;1003;0;3;10;2021;1
18;483.414;13.3;1003;3;3;10;2021;1
19;521.285;13.3;1003;3;3;10;2021;1
20;539.68;13.3;1003;3;3;10;2021;1
21;528.906;11.1;1003;3;3;10;2021;1
22;507.832;11.1;1003;3;3;10;2021;1
23;468.904;11.1;1003;3;3;10;2021;1
0;426.08;10.2;1030;3;4;10;2021;0
1;390.865;10.2;1030;3;4;10;2021;0
2;372.452;10.2;1030;3;4;10;2021;0
3;361.636;9.9;1030;3;4;10;2021;0
4;355.798;9.9;1030;3;4;10;2021;0
5;355.986;9.9;1030;3;4;10;2021;0
6;372.516;10.1;1009;0;4;10;2021;0
7;411.23;10.1;1009;0;4;10;2021;0
8;452.469;10.1;1009;0;4;10;2021;0
9;501.603;13.9;1006;0;4;10;2021;0
10;535.035;13.9;1006;0;4;10;2021;0
11;539.03;13.9;1006;0;4;10;2021;0
12;534.056;16.7;1006;0;4;10;2021;0
13;524.224;16.7;1006;0;4;10;2021;0
14;522.738;16.7;1006;0;4;10;2021;0
15;518.685;16.2;1006;0;4;10;2021;0
16;516.981;16.2;1006;0;4;10;2021;0
17;513.916;16.2;1006;0;4;10;2021;0
18;513.397;13.7;1006;1;4;10;2021;0
19;539.979;13.7;1006;1;4;10;2021;0
20;547.173;13.7;1006;1;4;10;2021;0
21;531.658;12.0;1006;1;4;10;2021;0
22;511.137;12.0;1006;1;4;10;2021;0
23;472.484;12.0;1006;1;4;10;2021;0
0;430.397;11.4;1030;1;5;10;2021;0
1;393.93;11.4;1030;1;5;10;2021;0
2;377.479;11.4;1030;1;5;10;2021;0
3;366.875;10.8;1030;0;5;10;2021;0
4;360.071;10.8;1030;0;5;10;2021;0
5;361.007;10.8;1030;0;5;10;2021;0
6;378.148;11.1;1006;0;5;10;2021;0
7;413.341;11.1;1006;0;5;10;2021;0
8;451.43;11.1;1006;0;5;10;2021;0
9;497.694;14.4;1000;0;5;10;2021;0
10;525.806;14.4;1000;0;5;10;2021;0
11;529.488;14.4;1000;0;5;10;2021;0
12;526.739;17.4;1000;0;5;10;2021;0
13;514.869;17.4;1000;0;5;10;2021;0
14;514.613;17.4;1000;0;5;10;2021;0
15;514.048;17.3;1000;3;5;10;2021;0
16;509.848;17.3;1000;3;5;10;2021;0
17;503.931;17.3;1000;3;5;10;2021;0
18;503.206;15.5;1000;3;5;10;2021;0
19;537.967;15.5;1000;3;5;10;2021;0
20;546.412;15.5;1000;3;5;10;2021;0
21;530.744;14.5;1000;3;5;10;2021;0
22;510.742;14.5;1000;3;5;10;2021;0
23;472.127;14.5;1000;3;5;10;2021;0
0;427.188;12.7;1000;3;6;10;2021;0
1;392.412;12.7;1000;3;6;10;2021;0
2;373.373;12.7;1000;3;6;10;2021;0
3;364.036;11.9;1000;3;6;10;2021;0
4;359.226;11.9;1000;3;6;10;2021;0
5;361.994;11.9;1000;3;6;10;2021;0
6;377.984;11.7;1006;3;6;10;2021;0
7;414.185;11.7;1006;3;6;10;2021;0
8;452.092;11.7;1006;3;6;10;2021;0
9;500.093;14.2;1006;3;6;10;2021;0
10;527.332;14.2;1006;3;6;10;2021;0
11;533.958;14.2;1006;3;6;10;2021;0
12;535.348;14.4;1006;3;6;10;2021;0
13;529.704;14.4;1006;3;6;10;2021;0
14;534.806;14.4;1189;3;6;10;2021;0
15;534.202;14.7;1189;3;6;10;2021;0
16;531.132;14.7;1189;3;6;10;2021;0
17;528.97;14.7;1189;3;6;10;2021;0
18;525.342;13.5;1006;3;6;10;2021;0
19;551.76;13.5;1006;3;6;10;2021;0
20;553.498;13.5;1006;3;6;10;2021;0
21;538.334;11.9;1006;3;6;10;2021;0
22;518.333;11.9;1006;3;6;10;2021;0
23;478.819;11.9;1006;3;6;10;2021;0
0;432.445;9.6;1006;3;7;10;2021;0
1;400.032;9.6;1006;3;7;10;2021;0
2;379.942;9.6;1006;3;7;10;2021;0
3;370.281;10.2;1006;3;7;10;2021;0
4;366.605;10.2;1006;3;7;10;2021;0
5;367.177;10.2;1006;3;7;10;2021;0
6;383.46;9.3;1003;0;7;10;2021;0
7;420.925;9.3;1003;0;7;10;2021;0
8;456.856;9.3;1003;0;7;10;2021;0
9;504.824;11.7;1000;0;7;10;2021;0
10;535.157;11.7;1000;0;7;10;2021;0
11;537.729;11.7;1000;0;7;10;2021;0
12;533.559;15.1;1000;0;7;10;2021;0
13;521.738;15.1;1000;0;7;10;2021;0
14;519.96;15.1;1000;0;7;10;2021;0
15;518.282;13.5;1000;0;7;10;2021;0
16;514.033;13.5;1000;0;7;10;2021;0
17;507.236;13.5;1000;0;7;10;2021;0
18;508.947;7.5;1000;1;7;10;2021;0
19;544.436;7.5;1000;1;7;10;2021;0
20;552.194;7.5;1000;1;7;10;2021;0
21;537.276;4.9;1000;1;7;10;2021;0
22;520.103;4.9;1000;1;7;10;2021;0
23;483.707;4.9;1000;1;7;10;2021;0
0;438.068;3.5;1000;0;8;10;2021;0
1;402.928;3.5;1000;0;8;10;2021;0
2;383.956;3.5;1000;0;8;10;2021;0
3;376.472;2.2;1000;0;8;10;2021;0
4;372.073;2.2;1000;0;8;10;2021;0
5;373.747;2.2;1000;0;8;10;2021;0
6;389.626;2.1;1000;0;8;10;2021;0
7;427.106;2.1;1000;0;8;10;2021;0
8;464.275;2.1;1000;0;8;10;2021;0
9;514.899;10.2;1000;0;8;10;2021;0
10;544.072;10.2;1000;0;8;10;2021;0
11;548.538;10.2;1000;0;8;10;2021;0
12;542.343;13.9;1000;0;8;10;2021;0
13;526.904;13.9;1000;0;8;10;2021;0
14;524.584;13.9;1000;0;8;10;2021;0
15;517.376;12.6;1000;0;8;10;2021;0
16;513.355;12.6;1000;0;8;10;2021;0
17;508.89;12.6;1000;0;8;10;2021;0
18;508.496;6.5;1000;1;8;10;2021;0
19;545.761;6.5;1000;1;8;10;2021;0
20;554.697;6.5;1000;1;8;10;2021;0
21;540.17;2.9;1000;1;8;10;2021;0
22;525.034;2.9;1000;1;8;10;2021;0
23;491.994;2.9;1000;1;8;10;2021;0
0;453.018;0.5;1030;1;9;10;2021;1
1;417.845;0.5;1030;1;9;10;2021;1
2;396.876;0.5;1030;1;9;10;2021;1
3;387.038;-0.1;1030;0;9;10;2021;1
4;379.668;-0.1;1030;0;9;10;2021;1
5;378.725;-0.1;1030;0;9;10;2021;1
6;386.902;6.0;1030;0;9;10;2021;1
7;405.365;6.0;1030;0;9;10;2021;1
8;427.838;6.0;1030;0;9;10;2021;1
9;477.67;12.2;1003;0;9;10;2021;1
10;512.32;12.2;1003;0;9;10;2021;1
11;521.42;12.2;1003;0;9;10;2021;1
12;519.056;14.5;1003;0;9;10;2021;1
13;505.811;14.5;1003;0;9;10;2021;1
14;501.028;14.5;1003;0;9;10;2021;1
15;494.999;13.7;1003;0;9;10;2021;1
16;492.105;13.7;1003;0;9;10;2021;1
17;494.858;13.7;1003;0;9;10;2021;1
18;506.989;6.0;1003;0;9;10;2021;1
19;546.309;6.0;1003;0;9;10;2021;1
20;551.384;6.0;1003;0;9;10;2021;1
21;541.447;1.4;1003;0;9;10;2021;1
22;524.006;1.4;1003;0;9;10;2021;1
23;490.09;1.4;1003;0;9;10;2021;1
0;451.982;0.0;1135;0;10;10;2021;1
1;418.686;0.0;1135;0;10;10;2021;1
2;398.801;0.0;1135;0;10;10;2021;1
3;386.658;-0.9;1135;0;10;10;2021;1
4;379.529;-0.9;1135;0;10;10;2021;1
5;378.921;-0.9;1135;0;10;10;2021;1
6;385.311;0.1;1135;0;10;10;2021;1
7;398.465;0.1;1135;0;10;10;2021;1
8;414.501;0.1;1135;0;10;10;2021;1
9;458.997;11.2;1000;0;10;10;2021;1
